00022686-v	奮い起こす	hand
00022686-v	奮起す	hand
00022686-v	策励	hand
00022686-v	鼓吹	hand
00022686-v	鼓舞	hand
00022717-r	すんでのところで	hand
00022717-r	ほとんど	hand
00022717-r	もう少しで	hand
00022829-r	ほぼ	hand
00022829-r	殆	hand
00022903-n	もの	hand
00022903-n	品	hand
00022903-n	品物	hand
00022903-n	物	hand
00022903-n	物品	hand
00023074-r	それだけ	hand
00023074-r	それ程	hand
00023074-r	そんなに	hand
00023074-r	其れほど	hand
00023074-r	其れ程	hand
00023074-r	其程	hand
00023074-r	然程	hand
00023120-a	正確な	hand
